id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
47951,M,1.1875,0.9125,0.35,16.68368075,5.839997,3.75630875,4.9611625,16.0
47952,I,1.45,1.1625,0.375,26.3933845,12.927372,4.932813,7.8528115,8.0
47953,M,1.525,1.175,0.4125,30.94347925,13.5227115,6.67630725,8.9300925,8.0
47954,I,1.5625,1.2875,0.3875,34.9549335,17.67591325,6.98815175,9.355335,10.0
47955,I,0.7125,0.525,0.1375,3.005047,1.17650425,0.75126175,0.9922325,6.0
47956,I,0.875,0.65,0.25,5.1312595,2.11203775,1.17650425,1.70097,6.0
47957,M,1.5,1.3125,0.5375,41.0784255,12.82814875,8.391452,11.90679,14.0
47958,M,1.55,1.275,0.4,31.19862475,11.29727575,6.6054335,10.3475675,18.0
47959,I,1.3875,1.1,0.35,24.67823975,9.87980075,5.40057975,7.087375,10.0
47960,F,1.325,1.025,0.3875,21.70154225,7.881161,5.386405,6.520385,11.0
47961,M,1.55,1.1625,0.35,31.79396425,11.4248485,8.391452,9.2135875,16.0
47962,I,0.9625,0.7125,0.225,7.9095105,4.2807745,1.48834875,2.1262125,6.0
47963,M,1.7125,1.3375,0.4375,51.21337175,21.92833825,10.56018875,13.324265,10.0
47964,M,1.6375,1.325,0.4375,41.39027,18.3421265,7.4559185,11.056305,11.0
47965,F,1.3625,1.075,0.35,21.885814,11.3398,4.06815325,6.3786375,12.0
47966,M,1.5875,1.25,0.375,32.0065855,14.50076925,7.24329725,8.20718025,11.0
47967,I,1.3375,1.0,0.3125,20.0430965,9.07184,4.4508715,5.2446575,7.0
47968,F,1.2875,1.0,0.325,16.0741665,6.7755305,3.4869885,5.5281525,8.0
47969,I,1.175,0.925,0.3,13.96212875,6.973977,2.62232875,3.8271825,7.0
47970,I,1.0,0.775,0.25,8.674947,3.6003865,1.587572,2.82077525,7.0
47971,M,1.15,0.9375,0.2625,16.669506,7.47009325,3.572037,4.3941725,9.0
47972,M,1.4875,1.1625,0.3875,26.365035,10.61688775,6.90310325,7.5126175,9.0
47973,M,1.625,1.25,0.4,36.967748,16.31513725,8.901743,8.9300925,11.0
47974,F,1.4875,1.2375,0.4375,35.98969025,15.989118,7.7961125,9.922325,10.0
47975,I,1.1875,0.9125,0.275,12.28950825,5.40057975,2.8066005,3.685435,7.0
47976,F,1.475,1.1625,0.375,28.05183025,11.736693,6.066793,10.3475675,21.0
47977,M,1.325,1.025,0.3375,20.0997955,9.99319875,3.798833,5.20213325,9.0
47978,M,1.2875,0.975,0.3375,21.659018,9.6671795,4.252425,7.2291225,9.0
47979,F,1.2375,0.95,0.3125,18.653971,9.412034,3.6003865,5.2446575,8.0
47980,F,1.4,1.1125,0.3625,26.26581175,9.76640275,5.896696,7.654365,15.0
47981,I,1.1625,0.8875,0.275,11.7650425,4.74854125,2.097863,3.40194,8.0
47982,I,1.0,0.75,0.25,7.81028725,3.2601925,1.60174675,2.4097075,6.0
47983,F,1.8125,1.45,0.4625,49.45570275,24.834162,10.56018875,13.60776,10.0
47984,M,1.025,0.7625,0.25,10.432616,3.69960975,1.77184375,2.9199985,13.0
47985,M,1.4,1.1125,0.375,24.040376,10.8011595,5.34388075,7.37087,11.0
47986,M,1.2875,1.0,0.3375,20.70930975,9.8372765,4.01145425,5.5281525,9.0
47987,F,1.7375,1.45,0.7125,62.652395,31.4395955,13.380964,16.556108,10.0
47988,I,1.1125,0.8625,0.3,14.855138,7.83863675,2.62232875,3.40194,7.0
47989,F,1.5,1.15,0.35,28.22192725,12.77144975,6.95980225,8.221355,10.0
47990,F,1.575,1.25,0.4375,37.194544,15.478827,7.66853975,11.056305,10.0
47991,I,0.9625,0.75,0.225,8.40562675,3.515338,1.6159215,2.6932025,7.0
47992,M,1.5,1.2,0.3625,30.333965,13.7495075,6.2652395,9.7805775,11.0
47993,M,1.75,1.4375,0.4875,53.410458,26.43590875,10.87203325,13.4660125,11.0
47994,M,1.45,1.1,0.35,24.39474475,12.0485375,4.86193925,5.31553125,9.0
47995,F,1.525,1.2125,0.4125,34.8415355,14.911837,7.3425205,9.355335,10.0
47996,M,1.5,1.125,0.375,32.5168765,15.35125425,6.8889285,6.73300625,9.0
47997,M,1.425,1.1,0.3875,24.99008425,11.226402,5.68407475,7.2291225,8.0
47998,F,1.475,1.15,0.4,26.2232875,10.489315,6.67630725,8.788345,11.0
47999,M,1.575,1.225,0.4,32.6869735,15.4504775,6.123492,8.3631025,9.0
48000,I,0.7875,0.575,0.175,3.38776525,1.54504775,0.77961125,1.190679,8.0
48001,F,1.4125,1.1125,0.3375,26.63435525,12.530479,5.14543425,7.37087,10.0
48002,I,1.0875,0.7875,0.275,10.6877615,4.53592,2.041164,2.9766975,7.0
48003,I,1.0625,0.8125,0.2625,10.716111,4.74854125,1.4458245,2.79242575,7.0
48004,F,1.425,1.1625,0.3625,30.51823675,13.834556,7.41339425,7.654365,9.0
48005,M,1.425,1.0625,0.3625,26.29416125,12.020188,5.54232725,7.2291225,8.0
48006,F,1.125,0.9,0.2625,13.2392165,6.123492,2.9766975,3.67126025,7.0
48007,M,1.575,1.225,0.3625,28.7180435,13.16834275,6.98815175,7.654365,11.0
48008,M,1.1,0.8625,0.2875,11.509897,4.7343665,2.65067825,3.685435,11.0
48009,I,0.9625,0.75,0.25,7.9662095,2.948348,1.70097,2.551455,8.0
48010,I,0.95,0.75,0.2375,8.618248,3.6570855,2.0128145,2.70737725,7.0
48011,I,1.15,0.875,0.275,13.08329425,5.25883225,2.67902775,4.252425,9.0
48012,F,1.4875,1.175,0.375,33.112216,17.73261225,6.87475375,7.5126175,9.0
48013,M,1.3,1.0,0.3125,19.80212575,9.85145125,4.139027,5.06038575,8.0
48014,M,0.625,0.475,0.2,2.8632995,1.17650425,0.680388,0.963883,6.0
48015,M,1.375,1.1375,0.3625,26.2232875,11.0846545,5.6699,8.3631025,10.0
48016,M,1.3875,1.075,0.35,24.437269,9.6104805,5.99591925,8.3631025,10.0
48017,M,1.4625,1.1875,0.4125,27.8108595,11.7083435,5.40057975,9.922325,11.0
48018,F,1.3375,1.05,0.3625,22.41027975,10.149121,5.40057975,5.8116475,10.0
48019,I,0.7,0.525,0.2,3.01922175,1.360776,0.850485,0.850485,6.0
48020,M,1.4,1.1,0.35,28.22192725,15.2803805,4.86193925,7.7961125,9.0
48021,I,1.0125,0.7625,0.25,7.10154975,3.855532,1.8994165,2.9766975,7.0
48022,M,1.25,1.025,0.3,19.85882475,8.54737425,4.12485225,5.00368675,7.0
48023,M,1.175,0.9125,0.2875,12.54465375,4.32329875,2.26796,3.8271825,10.0
48024,M,1.4375,1.125,0.325,22.5945515,10.73028575,4.309124,7.37087,10.0
48025,M,1.375,1.075,0.375,24.08290025,10.77281,5.54232725,6.80388,9.0
48026,F,1.575,1.2125,0.4625,35.62114675,17.1514475,8.66077225,10.489315,10.0
48027,M,0.9375,0.725,0.2375,6.50621025,2.76407625,1.63009625,2.4097075,8.0
48028,M,1.6125,1.275,0.3875,40.78075575,12.28950825,7.3425205,10.489315,16.0
48029,I,1.3125,1.0,0.3125,17.70426275,8.40562675,3.4869885,5.2446575,8.0
48030,M,1.3,0.95,0.3125,17.73261225,11.43902325,4.025629,4.3941725,8.0
48031,I,1.325,1.0375,0.35,22.8213475,6.917278,5.11708475,6.0951425,10.0
48032,I,0.9375,0.65,0.2125,4.8477645,2.2963095,1.37495075,1.5592225,7.0
48033,M,1.575,1.2375,0.3875,27.8108595,12.37455675,6.16601625,8.0796075,9.0
48034,F,1.325,1.025,0.425,19.85882475,8.448151,4.32329875,7.7961125,20.0
48035,F,1.85,1.375,0.5375,56.075311,24.79163775,10.9712565,18.5689225,10.0
48036,F,1.775,1.4125,0.5,47.95317925,18.86659225,11.5382465,14.118051,11.0
48037,F,1.55,1.2125,0.4125,32.545226,14.4298955,6.76135575,8.788345,10.0
48038,M,1.6875,1.2625,0.5125,45.1607535,19.447757,11.566596,12.757275,11.0
48039,F,1.325,1.025,0.325,19.97222275,9.39785925,4.025629,5.2446575,8.0
48040,M,1.3125,1.0,0.3875,20.93610575,9.7238785,4.3374735,7.087375,9.0
48041,F,1.6375,1.3125,0.4375,44.43784125,20.82270775,10.7444605,10.489315,9.0
48042,I,1.2375,0.9375,0.3,16.3009625,7.5126175,3.44446425,5.046211,8.0
48043,M,1.525,1.2125,0.4,31.638042,14.5432935,6.293589,9.922325,11.0
48044,I,0.625,0.475,0.15,2.45223175,1.1056305,0.4819415,0.7087375,5.0
48045,I,1.2375,0.95,0.2875,16.31513725,7.52679225,3.345241,4.53592,8.0
48046,F,1.5,1.1875,0.4,28.76056775,12.6155275,6.2652395,8.0796075,11.0
48047,F,1.5,1.225,0.4,30.1922175,12.246984,8.221355,8.17883075,10.0
48048,I,1.575,1.175,0.475,37.32211675,15.03940975,7.24329725,11.623295,17.0
48049,F,1.6,1.225,0.4125,30.40483875,14.21727425,6.64795775,8.9300925,13.0
48050,M,1.4625,1.125,0.4125,27.68328675,11.963489,5.14543425,8.0796075,11.0
48051,F,1.625,1.3125,0.5,44.288621,18.9091165,10.7444605,12.757275,13.0
48052,I,1.1375,0.875,0.275,12.984071,5.88252125,2.778251,3.78465825,7.0
48053,I,0.925,0.6875,0.225,10.0073735,4.55009475,1.77184375,2.83495,8.0
48054,M,1.9375,1.475,0.5625,59.1654065,25.61377325,12.3320325,16.08834125,14.0
48055,I,1.1875,0.9,0.3125,14.50076925,6.76135575,2.608154,4.12485225,8.0
48056,I,1.2875,0.9875,0.2875,15.2236815,6.7755305,3.6003865,4.252425,9.0
48057,M,1.5375,1.2125,0.2875,31.2694985,15.2803805,6.67630725,7.93786,10.0
48058,M,1.5875,1.275,0.4,31.581343,14.50076925,7.01650125,7.93786,11.0
48059,F,1.425,1.1875,0.425,34.5013415,13.60776,6.90310325,11.90679,14.0
48060,F,1.925,1.55,0.4375,71.11472075,34.926584,14.7133905,17.57669,16.0
48061,I,0.925,0.6875,0.225,6.27941425,2.7499015,1.14815475,1.8427175,6.0
48062,M,1.4625,1.125,0.4,28.19357775,12.91319725,7.144074,8.0796075,12.0
48063,I,0.875,0.6625,0.225,5.3013565,2.721552,1.11980525,1.644271,6.0
48064,F,1.5375,1.1875,0.4375,31.18445,12.6155275,6.27941425,10.489315,14.0
48065,M,1.325,1.1,0.35,23.51591025,9.808927,4.422522,6.0951425,10.0
48066,I,1.1125,0.8375,0.25,11.80756675,5.2446575,2.22543575,2.83495,7.0
48067,M,1.45,1.125,0.4,24.6357155,9.8372765,4.195726,7.1724235,9.0
48068,F,1.0875,0.8625,0.3,14.004653,5.953395,2.9199985,3.5436875,10.0
48069,F,1.5375,1.15,0.3875,29.07241225,12.47378,5.57067675,7.654365,8.0
48070,I,0.6875,0.55,0.1625,2.67902775,1.190679,0.75126175,0.9922325,5.0
48071,F,1.45,1.1125,0.375,28.02348075,12.1619355,6.010094,7.7961125,8.0
48072,F,1.4375,1.15,0.475,26.32251075,11.15552825,6.860579,7.5126175,9.0
48073,M,1.525,1.125,0.3625,26.26581175,11.623295,5.896696,7.7961125,14.0
48074,I,1.1375,0.9375,0.225,12.68640125,6.76135575,2.36718325,3.2601925,6.0
48075,I,0.6,0.45,0.1625,2.05533875,0.80796075,0.396893,0.60951425,5.0
48076,F,1.2125,0.925,0.3125,14.47241975,5.76912325,3.50116325,4.1106775,9.0
48077,M,1.125,0.9,0.3125,14.61416725,6.350288,2.6932025,4.706017,9.0
48078,M,1.1875,0.9125,0.3125,15.762322,7.0590255,2.90582375,5.2446575,10.0
48079,M,1.4,1.125,0.3625,25.0893075,10.8011595,6.23689,7.2291225,12.0
48080,M,1.175,0.8625,0.3,12.99824575,5.6699,2.50893075,3.685435,7.0
48081,F,1.65,1.3125,0.425,36.3157095,13.93377925,7.01650125,10.84368375,11.0
48082,F,1.6875,1.275,0.425,45.68521925,18.21455375,9.015141,11.90679,10.0
48083,F,1.55,1.2125,0.4375,31.62386725,12.94154675,7.07320025,9.922325,14.0
48084,M,1.3,1.0625,0.35,18.58309725,7.75358825,4.55009475,5.386405,14.0
48085,I,0.8625,0.675,0.25,5.5848515,2.26796,1.5025235,2.0695135,9.0
48086,I,1.1875,0.95,0.3375,15.5071765,5.6699,3.6570855,5.953395,12.0
48087,M,1.3125,1.0625,0.3625,28.066005,10.64523725,6.44951125,7.2291225,11.0
48088,F,1.3375,1.0125,0.35,23.71435675,9.87980075,5.0745605,8.0796075,11.0
48089,M,1.375,1.0875,0.35,19.17843675,9.4970825,4.09650275,4.819415,10.0
48090,M,1.3875,1.075,0.3625,25.51455,10.035723,5.40057975,8.9300925,13.0
48091,I,1.2625,0.975,0.3125,18.030282,8.0796075,4.252425,5.386405,8.0
48092,F,1.6125,1.25,0.375,32.98464325,15.4504775,6.350288,10.20582,10.0
48093,F,1.725,1.35,0.475,48.7327905,23.45921125,9.42620875,11.7650425,10.0
48094,M,1.3125,1.0875,0.3875,27.0170735,12.2753335,6.33611325,7.2291225,10.0
48095,M,1.325,1.075,0.375,24.13959925,11.80756675,4.6776675,6.520385,8.0
48096,I,0.9625,0.725,0.25,8.46232575,3.912231,1.7293195,2.48058125,7.0
48097,I,1.0875,0.8375,0.275,9.19941275,4.2807745,2.08368825,2.6932025,7.0
48098,M,1.575,1.225,0.375,37.874932,18.15785475,7.98038425,9.922325,11.0
48099,F,1.425,1.125,0.35,23.40251225,8.561549,5.2446575,6.520385,9.0
48100,M,1.5625,1.2125,0.425,35.22425375,17.08057375,7.767763,8.3631025,11.0
48101,I,1.5125,1.175,0.3625,27.93843225,12.79979925,5.8683465,7.030676,11.0
48102,M,1.1625,0.9,0.275,12.74310025,5.499803,2.9199985,4.819415,9.0
48103,I,0.625,0.475,0.1875,2.16873675,1.13398,0.4819415,0.69456275,5.0
48104,I,1.2875,0.975,0.325,17.293195,8.09378225,3.44446425,4.252425,8.0
48105,M,1.3375,1.05,0.3125,20.76600875,8.7032965,5.216308,5.2446575,8.0
48106,M,1.3125,1.0,0.3625,21.035329,7.10154975,5.03203625,6.6621325,16.0
48107,M,1.4,1.1,0.3875,26.63435525,10.24834425,5.71242425,7.37087,9.0
48108,M,1.25,0.975,0.3375,16.839603,6.73300625,3.628736,6.80388,13.0
48109,I,1.3625,1.0625,0.35,21.8007655,9.2702865,4.252425,5.2446575,10.0
48110,I,0.675,0.4875,0.175,2.664853,0.80796075,0.55281525,0.850485,5.0
48111,F,1.6375,1.2875,0.4375,36.58502975,17.57669,8.221355,10.77281,12.0
48112,F,1.625,1.35,0.4625,44.55123925,21.67319275,9.015141,12.190285,16.0
48113,I,1.225,0.95,0.3125,15.989118,7.0590255,3.118445,4.1106775,8.0
48114,F,1.5625,1.225,0.4,30.94347925,12.530479,6.76135575,9.4970825,9.0
48115,F,1.4875,1.1375,0.375,30.51823675,12.94154675,6.2652395,8.788345,9.0
48116,M,1.4125,1.0875,0.3125,24.777463,12.0485375,4.8477645,6.2085405,8.0
48117,I,0.4625,0.325,0.125,0.75126175,0.35436875,0.226796,0.2551455,5.0
48118,M,1.725,1.3,0.45,52.900167,22.5945515,11.15552825,12.45960525,15.0
48119,M,1.6,1.2625,0.4125,39.2640575,17.70426275,8.448151,10.20582,9.0
48120,M,1.5625,1.175,0.375,29.44095575,15.06775925,6.56290925,8.0796075,10.0
48121,M,1.475,1.175,0.3875,26.43590875,12.09106175,6.9456275,7.087375,8.0
48122,M,1.175,0.9375,0.3125,15.35125425,6.13766675,2.99087225,4.3941725,9.0
48123,F,1.6,1.25,0.4875,37.98833,16.0174675,8.46232575,10.0640725,15.0
48124,M,1.425,1.1,0.3375,24.84833675,10.9712565,6.78970525,7.7961125,10.0
48125,F,1.6875,1.2875,0.4375,44.43784125,20.05727125,9.015141,10.6877615,11.0
48126,I,0.9,0.675,0.2,6.19436575,3.01922175,1.1056305,1.757669,6.0
48127,I,0.95,0.7,0.2125,7.41339425,3.13261975,1.71514475,2.1262125,6.0
48128,M,1.575,1.225,0.4375,34.37376875,17.61921425,6.76135575,10.84368375,11.0
48129,F,1.625,1.3,0.4,35.096681,16.4143605,8.0796075,9.63883,10.0
48130,M,1.3,1.0625,0.3625,25.67047225,9.128539,5.71242425,7.1724235,10.0
48131,F,1.3875,1.1375,0.4125,31.5529935,15.1669825,6.25106475,7.087375,8.0
48132,M,1.1875,0.875,0.275,12.984071,5.74077375,2.87747425,3.685435,7.0
48133,F,1.4,1.075,0.4125,29.97959625,14.10387625,6.73300625,6.80388,8.0
48134,F,1.6625,1.3125,0.4375,38.88133925,16.31513725,8.1363065,12.0485375,11.0
48135,I,1.1,0.85,0.3,12.984071,5.74077375,2.31048425,3.118445,8.0
48136,F,1.375,1.0375,0.35,24.59319125,12.40290625,6.25106475,5.2446575,8.0
48137,M,1.6875,1.3125,0.4875,45.57182125,14.47241975,10.13494625,13.324265,15.0
48138,F,1.5,1.1875,0.4,30.674159,14.72756525,5.40057975,8.50485,10.0
48139,I,1.2625,0.95,0.325,18.80989325,9.87980075,3.78465825,5.2446575,9.0
48140,I,1.4625,1.125,0.4,24.777463,10.149121,5.82582225,7.087375,9.0
48141,M,1.5625,1.2125,0.45,38.42774725,12.927372,7.200773,13.891255,20.0
48142,I,1.2,0.875,0.3375,16.3009625,7.27164675,3.7704835,5.2446575,7.0
48143,M,1.3375,1.075,0.4,24.79163775,9.298636,5.74077375,7.087375,13.0
48144,F,1.6,1.25,0.4375,41.91473575,17.519991,9.22776225,11.1980525,11.0
48145,M,0.9,0.6625,0.225,5.6699,1.85689225,1.247378,1.5592225,10.0
48146,I,1.3,1.025,0.35,19.3627085,9.9506745,4.60679375,5.5281525,9.0
48147,I,0.85,0.625,0.2125,5.06038575,2.551455,0.86465975,1.5592225,6.0
48148,F,1.725,1.375,0.5125,48.931237,21.16290175,10.36174225,12.8990225,12.0
48149,M,1.2625,1.0125,0.375,20.70930975,7.72523875,4.309124,6.0951425,11.0
48150,F,1.6375,1.3125,0.4,39.76017375,16.96717575,9.7805775,10.489315,10.0
48151,M,1.5125,1.175,0.3625,28.8314415,12.34620725,7.087375,7.93786,11.0
48152,I,1.0625,0.8,0.25,9.56795625,4.4508715,1.88524175,2.26796,7.0
48153,I,1.2,0.95,0.3125,15.09610875,7.994559,3.40194,4.37999775,8.0
48154,I,1.1,0.8125,0.25,9.45455825,4.63514325,1.927766,2.70737725,8.0
48155,I,1.325,1.075,0.325,19.20678625,9.07184,4.025629,5.6699,9.0
48156,F,1.325,1.0625,0.3375,23.85610425,11.60912025,6.4353365,5.5281525,7.0
48157,F,1.6,1.2625,0.475,36.27318525,16.44271,8.66077225,10.0640725,11.0
48158,M,1.325,1.05,0.325,21.64484325,10.149121,4.422522,5.8116475,8.0
48159,F,1.3,1.025,0.35,17.2648455,7.711064,3.8838815,5.03203625,8.0
48160,M,1.425,1.1125,0.4125,27.725811,12.82814875,5.17378375,8.788345,13.0
48161,M,1.525,1.15,0.35,28.576296,11.736693,5.06038575,10.0640725,13.0
48162,I,1.2125,0.95,0.325,15.6205745,7.47009325,2.9199985,4.6776675,9.0
48163,M,1.375,1.075,0.375,26.18076325,9.82310175,5.3580555,7.37087,8.0
48164,M,1.3,1.0,0.3125,16.782904,6.860579,3.33106625,5.2446575,9.0
48165,M,1.4375,1.075,0.4375,37.137845,17.78931125,7.3425205,9.07184,6.0
48166,F,1.55,1.175,0.4,28.25027675,11.8217415,7.0023265,8.50485,9.0
48167,I,1.0,0.775,0.225,8.674947,3.628736,1.7860185,3.118445,7.0
48168,M,1.425,1.075,0.3875,23.6151335,11.07047975,4.3941725,6.520385,8.0
48169,I,1.2,0.8875,0.3,17.36406875,9.96484925,3.52951275,3.8271825,9.0
48170,M,1.4875,1.125,0.3875,27.68328675,13.721158,5.99591925,7.2291225,9.0
48171,I,0.9,0.675,0.225,6.10931725,3.061746,1.5025235,1.984465,6.0
48172,M,1.6125,1.2625,0.4375,37.137845,15.77649675,8.4198015,11.7650425,12.0
48173,I,0.8125,0.625,0.1625,5.3013565,2.45223175,1.190679,1.26155275,6.0
48174,M,1.775,1.375,0.5,52.34735175,21.98503725,12.700576,12.82814875,11.0
48175,F,1.225,0.95,0.325,15.74814725,7.087375,3.27436725,4.80524025,8.0
48176,F,1.4875,1.175,0.4125,31.62386725,10.56018875,6.8889285,8.9300925,13.0
48177,F,1.3125,1.0,0.325,19.1926115,8.77417025,3.7137845,5.896696,9.0
48178,I,1.05,0.8125,0.25,9.02931575,4.40834725,1.82854275,2.67902775,6.0
48179,I,0.9375,0.7,0.25,6.23689,3.231843,1.63009625,1.757669,7.0
48180,F,1.7,1.375,0.4375,43.6298805,14.401546,10.13494625,12.45960525,10.0
48181,I,1.35,1.0875,0.3875,21.55979475,9.07184,3.6570855,6.23689,8.0
48182,M,1.475,1.125,0.375,24.59319125,11.9351395,6.59125875,6.87475375,8.0
48183,I,0.9,0.6625,0.225,6.13766675,2.721552,1.0489315,2.26796,7.0
48184,I,1.1,0.8375,0.275,10.27669375,4.252425,2.438057,3.40194,9.0
48185,M,1.4875,1.1625,0.3875,29.0582375,12.40290625,6.30776375,8.221355,11.0
48186,I,0.6375,0.4625,0.15,2.05533875,0.89300925,0.66621325,0.7087375,7.0
48187,M,1.375,1.0375,0.375,28.576296,10.6877615,6.0951425,9.4970825,13.0
48188,I,0.7,0.525,0.2,3.0333965,1.2757275,0.75126175,0.97805775,5.0
48189,F,1.25,0.9625,0.3875,20.25571775,7.41339425,4.89028875,6.80388,11.0
48190,I,1.325,1.025,0.3625,21.87163925,11.623295,5.046211,5.85417175,8.0
48191,M,1.525,1.175,0.35,30.1355185,14.72756525,6.42116175,6.520385,10.0
48192,F,1.1875,0.875,0.35,16.68368075,7.41339425,3.685435,5.386405,15.0
48193,M,1.325,1.05,0.4,20.97863,8.901743,3.98310475,6.23689,10.0
48194,F,1.5125,1.175,0.425,31.62386725,15.06775925,7.27164675,7.0590255,9.0
48195,I,1.4375,1.1375,0.4625,28.22192725,11.396499,6.08096775,8.221355,15.0
48196,M,1.5625,1.1875,0.375,31.56716825,17.42076775,7.3992195,8.7032965,9.0
48197,F,1.6375,1.3125,0.475,39.19318375,18.6256215,8.391452,11.7650425,10.0
48198,F,1.55,1.2125,0.375,32.07745925,13.6361095,6.56290925,9.7805775,10.0
48199,F,1.475,1.175,0.4125,30.0221205,12.65805175,6.08096775,9.07184,10.0
48200,M,1.425,1.1,0.375,21.70154225,9.28446125,4.3941725,6.80388,9.0
48201,I,1.325,1.05,0.35,19.09338825,9.865626,3.41611475,5.23048275,8.0
48202,F,1.2375,0.9625,0.3375,18.58309725,8.37727725,4.03980375,4.819415,10.0
48203,F,1.2875,1.0,0.35,17.76096175,6.973977,3.86970675,6.0951425,10.0
48204,M,1.5625,1.2,0.4375,37.32211675,15.87572,7.6260155,10.77281,9.0
48205,I,1.0125,0.775,0.2625,8.32057825,3.95475525,2.041164,3.40194,10.0
48206,I,1.4625,1.15,0.4625,27.158821,9.2135875,5.57067675,9.2135875,16.0
48207,F,1.5875,1.25,0.4,32.31843,14.92601175,6.36446275,8.9300925,11.0
48208,F,0.65,0.475,0.125,2.2396105,0.97805775,0.52446575,0.793786,5.0
48209,M,1.525,1.225,0.4625,34.26037075,15.46465225,7.767763,8.788345,9.0
48210,I,1.425,1.0625,0.3125,19.80212575,8.34892775,3.98310475,5.5281525,9.0
48211,I,1.5375,1.2125,0.375,29.2283345,11.75086775,7.89533575,10.489315,14.0
48212,M,1.45,1.125,0.4375,27.499015,9.17106325,4.97533725,8.3631025,15.0
48213,M,1.45,1.1375,0.325,20.36911575,9.51125725,3.6570855,6.066793,8.0
48214,I,0.6875,0.5125,0.15,2.76407625,1.020582,0.60951425,0.850485,6.0
48215,M,1.4125,1.0625,0.375,27.8675585,9.6671795,6.95980225,7.12989925,13.0
48216,M,1.4875,1.1875,0.4125,27.499015,12.303683,4.6209685,8.3631025,11.0
48217,M,1.25,0.975,0.3,15.74814725,7.15824875,3.75630875,4.6776675,8.0
48218,F,1.35,1.0875,0.3625,23.37416275,9.525432,5.7549485,7.2291225,10.0
48219,I,1.25,0.95,0.325,16.85377775,7.314171,3.72795925,4.3941725,9.0
48220,M,1.2375,0.95,0.3,16.5844575,7.49844275,3.9405805,4.2240755,9.0
48221,M,1.4,1.1125,0.35,22.5378525,10.319218,4.86193925,6.520385,8.0
48222,M,1.4375,1.1625,0.4,28.16522825,14.47241975,6.08096775,7.7961125,9.0
48223,I,0.4625,0.3375,0.15,0.9922325,0.3118445,0.1417475,0.283495,5.0
48224,I,0.9375,0.7125,0.2375,6.70465675,3.1467945,1.43164975,2.1262125,6.0
48225,M,1.55,1.2125,0.4,30.1922175,14.5432935,6.520385,8.0796075,9.0
48226,I,1.4875,1.1875,0.375,31.241149,10.90038275,6.917278,9.7805775,13.0
48227,I,0.9125,0.675,0.2125,6.180191,2.05533875,1.417475,1.984465,7.0
48228,I,0.9,0.65,0.2125,6.30776375,2.608154,1.190679,1.417475,7.0
48229,F,1.325,1.075,0.325,20.14231975,6.5487345,4.40834725,7.087375,10.0
48230,F,1.4375,1.125,0.375,25.287754,11.679994,5.7549485,6.23689,8.0
48231,I,1.1625,0.8875,0.3,11.2547515,4.32329875,2.05533875,3.5436875,8.0
48232,I,0.425,0.3,0.1625,0.850485,0.3685435,0.226796,0.283495,4.0
48233,F,1.7125,1.3125,0.4375,42.354153,16.59863225,9.3836845,11.4815475,11.0
48234,F,1.4,1.0625,0.4,23.81358,10.432616,5.386405,7.37087,17.0
48235,I,1.1,0.8625,0.2875,11.21222725,4.5075705,2.381358,3.40194,7.0
48236,M,1.475,1.1625,0.375,26.251637,10.829509,5.3013565,7.654365,11.0
48237,M,1.5,1.1625,0.375,29.95124675,13.5794105,7.314171,7.5126175,9.0
48238,I,1.3,0.975,0.3125,17.293195,8.63242275,3.7137845,4.9611625,9.0
48239,I,0.4,0.3125,0.1125,0.89300925,0.26932025,0.12757275,0.226796,4.0
48240,I,1.225,0.975,0.3375,18.01610725,8.561549,3.61456125,5.2446575,11.0
48241,M,1.35,1.025,0.4,24.097075,12.133586,4.7910655,7.7961125,9.0
48242,F,1.4,1.1125,0.375,28.22192725,10.87203325,4.86193925,9.4970825,12.0
48243,I,1.0375,0.8125,0.2625,9.25611175,4.2240755,1.417475,2.96252275,7.0
48244,F,1.3125,1.05,0.3875,26.2232875,8.278054,5.0745605,9.922325,17.0
48245,F,1.575,1.1875,0.4375,38.85298975,14.6566915,8.71747125,11.3398,14.0
48246,F,1.4125,1.125,0.35,26.01066625,11.35397475,5.59902625,7.2291225,10.0
48247,M,1.4875,1.1625,0.375,29.86619825,12.62970225,5.17378375,6.6621325,13.0
48248,I,1.2125,0.925,0.325,16.839603,8.66077225,3.75630875,4.53592,9.0
48249,F,1.425,1.1125,0.3875,23.48756075,9.87980075,5.1879585,7.2291225,15.0
48250,I,0.8875,0.6625,0.2125,6.05261825,2.22543575,1.48834875,1.984465,9.0
48251,I,1.4625,1.1375,0.35,24.1409595,11.679994,4.57844425,6.0951425,9.0
48252,M,1.4,1.1125,0.375,28.7180435,14.16057525,5.82582225,7.37087,9.0
48253,M,1.55,1.2125,0.375,31.18445,14.288148,7.10154975,7.29999625,9.0
48254,M,1.4125,1.1,0.4375,27.895908,11.7083435,6.293589,7.654365,14.0
48255,I,1.35,1.0625,0.35,21.87163925,7.24329725,3.98310475,7.087375,11.0
48256,F,1.4125,1.0625,0.3625,21.035329,9.4970825,4.66349275,6.066793,9.0
48257,I,1.5125,1.1875,0.4125,32.205032,15.77649675,7.24329725,8.80251975,9.0
48258,F,1.575,1.2125,0.375,35.096681,16.59863225,7.15824875,11.056305,9.0
48259,M,1.6375,1.1875,0.3875,31.51046925,14.04717725,6.973977,9.922325,9.0
